student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
20533,18,female,public,no formal,7.3,70.8,yes,<15 min,yes,mixed,100.0,92.6,71.2,82.5,c
20534,16,male,public,diploma,6.9,73.7,yes,>60 min,yes,online videos,77.4,88.6,100.0,91.5,b
20535,16,male,public,no formal,5.1,67.5,yes,>60 min,no,coaching,47.0,61.0,62.7,64.7,d
20536,15,other,public,no formal,4.7,69.7,yes,>60 min,no,coaching,51.8,50.2,59.2,63.7,d
20537,19,other,public,high school,2.0,61.2,yes,<15 min,no,textbook,15.0,60.5,37.5,32.9,f
20538,16,male,private,post graduate,5.6,72.5,no,15-30 min,no,mixed,71.8,58.5,66.9,69.9,d
20539,19,male,private,no formal,4.5,91.6,yes,30-60 min,yes,coaching,69.1,51.2,77.4,66.3,d
20540,15,other,private,graduate,1.5,92.2,yes,>60 min,yes,textbook,36.1,69.0,46.2,57.8,d
20541,19,male,private,no formal,6.0,65.9,yes,30-60 min,no,textbook,60.2,84.1,68.5,77.7,c
20542,14,other,public,diploma,7.3,81.9,yes,30-60 min,yes,group study,73.8,71.0,75.8,83.5,c
20543,17,male,private,phd,7.8,89.7,yes,30-60 min,yes,group study,90.8,91.6,98.8,97.6,a
20544,18,male,private,diploma,3.5,74.6,no,>60 min,no,mixed,56.4,53.9,64.0,57.2,d
20545,18,male,private,phd,3.6,57.9,yes,15-30 min,no,group study,42.3,46.6,57.5,46.2,e
20546,18,other,public,post graduate,4.3,79.3,yes,15-30 min,yes,coaching,73.2,73.4,69.3,76.1,c
20547,16,male,private,no formal,4.4,67.7,yes,30-60 min,no,coaching,81.6,76.3,75.7,72.0,c
20548,14,female,private,post graduate,6.6,63.4,yes,>60 min,yes,textbook,78.1,85.6,83.7,80.0,c
20549,19,other,public,post graduate,6.4,65.4,yes,<15 min,yes,notes,87.3,71.4,67.2,68.6,d
20550,17,female,public,graduate,4.4,82.2,yes,15-30 min,yes,online videos,75.7,60.0,46.3,65.7,d
20551,18,female,private,post graduate,6.7,97.8,yes,30-60 min,yes,notes,100.0,97.9,100.0,100.0,a
20552,15,other,private,diploma,1.9,61.3,yes,<15 min,no,mixed,49.6,60.0,56.2,45.6,e
20553,16,female,public,no formal,6.6,75.1,yes,30-60 min,yes,online videos,100.0,92.5,72.4,90.8,b
20554,17,other,public,post graduate,3.4,65.8,yes,30-60 min,yes,mixed,34.2,47.1,28.1,47.1,e
20555,18,female,private,post graduate,6.7,58.2,yes,15-30 min,no,coaching,66.7,61.8,53.0,69.4,d
20556,17,male,public,post graduate,4.0,73.4,yes,>60 min,no,mixed,61.6,68.7,61.0,58.8,d
20557,16,other,private,diploma,4.6,77.2,yes,30-60 min,yes,textbook,77.2,73.7,76.9,73.6,c
20558,15,male,private,no formal,2.2,85.9,yes,15-30 min,yes,mixed,40.6,50.5,41.3,55.1,d
20559,18,male,public,high school,2.4,81.3,yes,15-30 min,yes,mixed,50.4,59.1,52.5,42.3,e
20560,14,female,private,phd,4.8,77.3,yes,15-30 min,yes,textbook,67.1,70.4,85.2,76.5,c
20561,16,female,public,high school,3.9,86.4,no,30-60 min,no,online videos,57.3,49.7,54.7,59.5,d
20562,19,male,public,phd,2.3,59.5,yes,>60 min,no,notes,29.3,51.3,69.2,46.2,e
20563,18,male,public,graduate,1.3,75.0,no,30-60 min,no,online videos,22.8,27.2,38.3,35.6,f
20564,15,male,public,phd,2.4,79.3,no,>60 min,yes,notes,59.2,57.3,28.5,44.7,e
20565,17,male,public,graduate,7.0,94.5,yes,>60 min,yes,mixed,99.6,98.6,100.0,100.0,a
20566,17,female,private,diploma,2.0,75.8,yes,<15 min,no,notes,66.4,44.6,59.0,55.8,d
20567,19,female,public,phd,3.6,70.2,yes,30-60 min,yes,mixed,59.7,60.7,61.5,63.3,d
20568,15,male,private,graduate,2.1,79.9,yes,<15 min,yes,textbook,56.7,63.6,49.3,51.3,e
20569,16,male,public,graduate,4.0,92.9,yes,>60 min,yes,coaching,72.0,56.9,68.1,71.9,c
20570,14,male,private,phd,6.8,58.8,yes,>60 min,yes,mixed,98.6,52.9,100.0,87.0,b
20571,15,male,private,high school,4.0,94.1,yes,15-30 min,yes,group study,68.2,52.4,54.7,61.4,d
20572,15,female,public,no formal,5.3,70.6,yes,>60 min,yes,online videos,67.2,73.7,69.4,63.4,d
20573,19,other,private,graduate,6.6,54.0,no,15-30 min,no,group study,58.1,67.1,49.9,67.8,d
20574,15,male,public,post graduate,7.4,90.3,yes,30-60 min,yes,group study,92.0,100.0,98.1,100.0,a
20575,16,female,public,no formal,5.2,97.0,yes,<15 min,yes,mixed,88.2,83.6,59.7,86.1,b
20576,18,male,public,post graduate,5.9,63.5,no,15-30 min,yes,coaching,64.8,70.3,76.0,64.7,d
20577,15,other,private,no formal,4.1,70.4,no,<15 min,yes,textbook,50.5,67.2,50.5,56.3,d
20578,17,female,public,phd,3.6,82.7,no,30-60 min,yes,mixed,84.2,68.0,61.8,67.7,d
20579,17,female,private,graduate,6.3,97.1,yes,15-30 min,no,notes,83.5,83.1,95.8,83.3,c
20580,15,other,private,phd,0.7,88.3,yes,30-60 min,yes,group study,41.8,41.2,18.0,36.0,f
20581,16,other,private,phd,2.6,58.6,no,<15 min,no,mixed,55.1,52.1,29.6,49.4,e
20582,16,other,public,high school,1.6,68.7,yes,15-30 min,no,group study,29.5,34.8,30.1,39.9,f
20583,15,other,private,phd,3.8,67.6,yes,<15 min,yes,group study,56.7,48.9,56.7,60.5,d
20584,18,other,private,phd,0.7,61.7,yes,<15 min,no,online videos,30.0,16.7,45.9,29.1,f
20585,19,male,public,phd,3.3,52.0,yes,30-60 min,no,textbook,63.2,43.7,49.7,49.9,e
20586,15,other,private,no formal,2.5,74.5,yes,15-30 min,no,coaching,54.8,54.7,60.5,56.9,d
20587,16,male,public,diploma,7.2,57.1,yes,15-30 min,no,textbook,99.6,65.9,85.1,77.3,c
20588,15,male,private,high school,4.9,96.7,yes,<15 min,yes,notes,77.4,50.8,69.2,71.4,c
20589,19,female,private,post graduate,6.0,97.5,yes,>60 min,yes,textbook,62.8,79.9,76.8,77.7,c
20590,16,male,public,high school,2.7,64.7,yes,>60 min,no,group study,55.4,46.2,40.0,49.3,e
20591,17,female,public,diploma,3.6,78.2,yes,>60 min,yes,coaching,62.7,81.8,64.0,69.9,d
20592,16,female,private,no formal,7.5,55.8,no,30-60 min,yes,mixed,76.6,72.3,77.1,78.0,c
20593,15,male,public,high school,6.8,52.0,yes,30-60 min,yes,group study,74.8,67.1,58.0,71.5,c
20594,14,male,public,diploma,1.8,94.6,yes,>60 min,yes,online videos,74.3,57.7,46.7,61.3,d
20595,15,female,public,diploma,4.4,97.3,yes,<15 min,no,coaching,60.5,74.6,66.4,67.1,d
20596,19,other,public,diploma,3.7,87.3,yes,15-30 min,no,mixed,81.8,62.6,61.8,74.1,c
20597,17,other,public,graduate,6.3,73.7,yes,15-30 min,no,coaching,72.6,70.0,65.4,72.8,c
20598,19,female,public,diploma,6.4,89.1,yes,>60 min,no,mixed,87.8,100.0,100.0,90.6,b
20599,17,male,private,high school,5.0,86.4,yes,15-30 min,yes,mixed,68.9,84.4,82.8,82.2,c
20600,17,male,public,phd,5.1,88.8,no,15-30 min,yes,textbook,72.8,80.9,87.6,81.6,c
20601,18,female,private,post graduate,5.7,61.0,yes,30-60 min,no,mixed,62.1,57.3,71.6,74.1,c
20602,19,female,private,post graduate,5.7,61.3,yes,30-60 min,no,mixed,64.7,87.2,77.0,77.3,c
20603,18,other,private,graduate,5.2,55.6,yes,15-30 min,no,coaching,59.8,58.3,52.9,64.7,d
20604,19,female,private,phd,1.0,74.0,yes,<15 min,yes,online videos,41.0,41.8,51.8,45.3,e
20605,19,other,public,phd,6.5,82.9,yes,<15 min,yes,online videos,80.8,77.1,89.8,75.9,c
20606,14,female,public,diploma,7.9,92.5,yes,15-30 min,yes,notes,98.3,100.0,96.0,100.0,a
20607,15,female,private,no formal,7.9,97.9,yes,15-30 min,no,coaching,95.9,87.8,94.5,93.2,b
20608,17,male,public,no formal,4.1,53.9,yes,30-60 min,yes,notes,48.1,52.1,60.9,63.6,d
20609,14,male,public,no formal,1.9,59.7,yes,15-30 min,no,mixed,50.3,66.0,45.3,46.7,e
20610,17,male,private,graduate,3.4,52.8,yes,15-30 min,no,online videos,48.2,56.5,60.8,52.1,e
20611,15,other,public,phd,5.7,83.6,yes,>60 min,no,coaching,94.0,89.5,88.1,87.3,b
20612,15,male,public,graduate,1.5,86.3,no,15-30 min,yes,notes,38.7,31.6,68.4,53.3,e
20613,14,male,private,no formal,4.5,74.5,yes,<15 min,yes,group study,76.5,69.0,56.0,65.0,d
20614,14,male,public,no formal,2.1,76.4,yes,30-60 min,yes,online videos,48.2,57.1,52.7,41.6,e
20615,19,female,public,high school,4.8,92.0,yes,15-30 min,yes,coaching,76.1,81.0,70.4,78.1,c
20616,15,other,private,graduate,7.1,79.6,yes,30-60 min,no,mixed,70.7,100.0,85.7,80.6,c
20617,14,female,public,graduate,1.9,76.4,yes,30-60 min,yes,notes,54.0,46.0,68.4,49.1,e
20618,19,male,public,no formal,3.9,83.5,yes,30-60 min,no,notes,55.5,64.5,57.2,55.3,d
20619,15,female,public,graduate,5.5,99.6,yes,>60 min,no,coaching,100.0,69.9,84.9,86.0,b
20620,14,other,private,phd,7.5,86.5,yes,30-60 min,no,coaching,82.8,100.0,96.6,93.0,b
20621,16,other,public,high school,1.9,53.2,yes,15-30 min,yes,mixed,33.9,1.0,31.4,35.0,f
20622,15,female,private,phd,4.7,91.7,yes,30-60 min,yes,notes,94.1,73.1,58.7,79.0,c
20623,18,female,private,phd,2.2,85.6,yes,30-60 min,yes,textbook,44.6,50.4,46.6,50.4,e
20624,17,male,private,phd,7.7,62.3,yes,>60 min,yes,group study,84.7,72.5,88.2,80.7,c
20625,14,other,private,post graduate,0.7,76.2,yes,>60 min,no,coaching,35.8,33.6,21.6,28.7,f
20626,19,male,public,high school,5.7,59.9,yes,>60 min,no,online videos,72.1,51.1,48.9,62.7,d
20627,16,other,private,no formal,3.6,90.7,yes,>60 min,yes,online videos,58.4,80.7,54.1,69.5,d
20628,14,other,private,phd,7.5,86.5,yes,30-60 min,no,coaching,82.8,100.0,96.6,93.0,b
20629,16,other,private,diploma,3.4,91.7,no,<15 min,no,coaching,53.3,68.7,61.5,61.4,d
20630,14,female,private,post graduate,3.1,70.0,no,<15 min,no,group study,28.8,26.2,40.0,43.7,e
20631,17,female,public,phd,2.5,53.2,yes,>60 min,no,notes,65.8,43.3,53.3,46.8,e
20632,14,other,private,graduate,7.1,74.5,yes,30-60 min,no,online videos,77.9,75.6,89.0,81.9,c
20633,16,female,private,post graduate,0.8,93.7,yes,<15 min,no,online videos,42.6,33.8,44.5,43.4,e
20634,17,male,public,no formal,7.7,50.7,yes,30-60 min,yes,group study,81.5,78.5,68.8,82.5,c
20635,19,other,public,diploma,6.7,85.8,yes,>60 min,yes,notes,99.0,92.4,95.6,91.6,b
20636,15,other,public,phd,2.4,61.2,yes,30-60 min,yes,coaching,33.7,51.9,24.6,40.9,e
20637,19,male,public,high school,4.1,87.8,no,>60 min,no,mixed,84.6,69.7,62.4,70.8,c
20638,17,male,private,no formal,7.8,63.4,yes,15-30 min,yes,online videos,88.8,95.8,92.7,88.9,b
20639,15,female,private,post graduate,4.5,85.3,yes,15-30 min,no,mixed,59.8,40.4,62.3,61.7,d
20640,19,other,public,phd,6.3,62.4,yes,15-30 min,yes,notes,50.4,74.4,64.6,67.8,d
20641,19,male,public,graduate,3.7,86.8,yes,15-30 min,yes,mixed,53.8,54.3,58.9,65.2,d
20642,16,other,public,no formal,3.3,76.1,yes,15-30 min,yes,coaching,45.9,54.1,53.7,65.1,d
20643,14,other,private,high school,2.4,99.5,yes,30-60 min,yes,online videos,56.6,46.6,60.1,49.5,e
20644,15,male,private,diploma,5.5,95.7,yes,30-60 min,no,online videos,68.2,87.7,72.3,86.7,b
20645,18,male,public,graduate,7.3,69.9,yes,15-30 min,yes,mixed,72.9,98.0,92.9,80.4,c
20646,16,other,private,no formal,6.3,82.8,yes,<15 min,yes,group study,90.7,93.8,86.7,90.9,b
20647,14,male,public,post graduate,4.2,59.0,yes,<15 min,no,notes,54.0,50.6,43.5,50.1,e
20648,14,female,private,high school,2.9,85.0,yes,15-30 min,no,coaching,68.1,54.6,70.5,62.7,d
20649,19,male,private,diploma,5.2,93.8,yes,15-30 min,yes,notes,91.4,76.1,54.0,76.7,c
20650,16,other,private,diploma,5.8,96.4,yes,<15 min,yes,online videos,85.6,72.4,94.4,84.5,c
20651,16,other,private,phd,4.7,95.3,yes,>60 min,yes,textbook,74.3,74.1,73.9,71.1,c
20652,19,female,public,diploma,1.2,64.8,no,>60 min,yes,textbook,16.9,18.9,30.8,27.7,f
20653,14,male,private,graduate,7.5,70.8,yes,<15 min,yes,mixed,87.3,88.4,79.2,82.9,c
20654,15,male,public,no formal,0.8,58.4,no,>60 min,no,notes,14.3,15.3,25.0,23.9,f
20655,18,male,private,phd,2.1,96.4,yes,>60 min,yes,online videos,43.6,64.2,66.9,63.4,d
20656,19,male,public,high school,6.9,52.0,no,>60 min,yes,online videos,64.3,78.9,84.4,74.2,c
20657,18,male,public,no formal,0.9,59.5,no,15-30 min,no,mixed,31.3,42.5,37.9,38.1,f
20658,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,group study,55.3,70.7,100.0,75.0,c
20659,18,other,private,diploma,6.8,68.8,no,15-30 min,yes,textbook,85.1,81.0,79.2,85.2,b
20660,17,male,private,diploma,8.0,77.4,yes,>60 min,no,coaching,100.0,87.7,69.3,92.5,b
20661,18,male,public,graduate,1.1,84.5,no,<15 min,yes,notes,37.3,52.2,65.2,52.0,e
20662,19,other,public,graduate,1.1,63.5,no,15-30 min,yes,mixed,31.2,43.7,29.9,36.8,f
20663,14,other,public,phd,7.2,86.6,yes,30-60 min,no,mixed,86.0,84.8,100.0,96.2,a
20664,15,male,public,high school,0.9,83.7,yes,>60 min,yes,notes,40.9,52.6,58.5,46.6,e
20665,16,male,public,no formal,3.3,53.8,yes,30-60 min,yes,group study,56.2,55.6,65.0,57.0,d
20666,18,other,private,graduate,1.7,92.5,no,30-60 min,yes,coaching,32.3,41.5,42.4,52.8,e
20667,15,female,private,phd,3.0,74.7,yes,>60 min,yes,coaching,60.0,71.7,45.2,61.2,d
20668,18,male,public,post graduate,4.0,86.4,yes,30-60 min,yes,textbook,76.1,57.7,51.8,68.2,d
20669,19,female,public,graduate,2.7,72.8,yes,>60 min,no,coaching,63.9,42.4,61.2,58.5,d
20670,16,male,private,phd,6.9,84.6,yes,30-60 min,yes,mixed,89.5,89.7,94.7,86.9,b
20671,15,female,private,no formal,7.9,97.9,yes,15-30 min,no,coaching,95.9,87.8,94.5,93.2,b
20672,19,female,private,no formal,0.6,51.1,no,30-60 min,no,mixed,41.8,22.4,10.5,20.3,f
20673,19,male,private,post graduate,3.9,85.8,yes,>60 min,no,mixed,49.5,53.9,54.8,59.0,d
20674,19,female,private,post graduate,2.6,58.1,yes,>60 min,yes,mixed,67.1,56.5,54.6,53.4,e
20675,18,male,public,diploma,1.4,64.6,yes,30-60 min,yes,notes,57.5,49.8,33.9,43.4,e
20676,14,other,private,graduate,7.1,74.5,yes,30-60 min,no,online videos,77.9,75.6,89.0,81.9,c
20677,17,male,private,high school,4.7,61.6,no,>60 min,yes,group study,66.5,69.4,49.6,57.7,d
20678,14,female,public,diploma,5.6,83.6,yes,15-30 min,no,coaching,86.5,79.3,75.8,69.4,d
20679,17,male,private,high school,4.5,52.8,yes,30-60 min,yes,notes,52.6,50.4,69.2,56.9,d
20680,16,female,public,graduate,1.4,98.2,yes,15-30 min,yes,coaching,25.4,35.2,33.4,42.5,e
20681,15,male,private,no formal,7.7,90.3,yes,30-60 min,no,mixed,100.0,85.9,96.6,100.0,a
20682,19,other,private,no formal,7.8,60.9,yes,>60 min,no,mixed,100.0,100.0,100.0,91.0,b
20683,15,female,private,phd,5.6,96.4,yes,>60 min,yes,online videos,100.0,97.2,77.9,88.3,b
20684,18,female,private,graduate,2.1,77.9,yes,<15 min,no,online videos,40.5,29.4,65.3,46.5,e
20685,19,male,private,diploma,5.0,91.1,yes,<15 min,yes,coaching,70.6,90.3,86.8,70.7,c
20686,16,other,private,diploma,0.9,76.0,yes,15-30 min,yes,mixed,48.7,29.6,44.1,28.0,f
20687,17,other,public,post graduate,4.6,69.3,yes,30-60 min,no,textbook,54.9,72.3,71.6,67.6,d
20688,14,male,private,graduate,5.9,70.7,yes,15-30 min,no,mixed,54.6,85.3,67.4,69.4,d
20689,14,other,private,post graduate,4.9,62.7,yes,>60 min,yes,coaching,72.2,61.1,41.4,65.1,d
20690,14,male,public,phd,7.0,92.4,yes,15-30 min,yes,online videos,100.0,96.3,97.6,100.0,a
20691,17,female,private,no formal,1.8,71.0,no,15-30 min,yes,mixed,45.9,36.6,35.4,44.5,e
20692,19,female,private,high school,1.7,67.8,yes,<15 min,no,mixed,26.0,51.4,54.4,50.0,e
20693,17,male,public,high school,2.8,87.7,yes,30-60 min,yes,mixed,70.8,23.2,59.6,62.1,d
20694,18,male,public,no formal,2.3,70.9,yes,15-30 min,no,group study,37.1,61.5,54.1,51.9,e
20695,19,male,public,diploma,1.9,54.8,yes,30-60 min,no,mixed,31.0,34.5,42.5,36.4,f
20696,14,other,private,graduate,1.1,53.7,yes,15-30 min,yes,mixed,29.7,35.5,14.4,35.9,f
20697,14,female,public,graduate,1.4,76.5,yes,15-30 min,no,online videos,64.0,50.6,40.5,50.8,e
20698,15,male,private,no formal,2.2,78.5,yes,>60 min,no,coaching,77.0,65.6,44.6,56.4,d
20699,17,male,public,diploma,6.3,57.4,yes,<15 min,yes,notes,78.1,70.0,63.8,65.4,d
20700,18,male,private,phd,1.8,69.8,yes,<15 min,no,coaching,61.3,27.0,48.8,50.3,e
20701,14,female,public,phd,0.6,54.8,yes,30-60 min,yes,textbook,40.6,47.9,33.0,31.9,f
20702,14,other,public,phd,2.5,56.6,yes,>60 min,yes,coaching,53.6,52.7,47.9,44.4,e
20703,14,other,public,phd,7.6,73.1,yes,15-30 min,no,online videos,82.3,79.1,72.6,81.9,c
20704,17,female,private,no formal,4.5,97.3,yes,<15 min,yes,online videos,61.9,75.2,59.5,68.0,d
20705,17,male,public,graduate,2.0,69.5,yes,15-30 min,yes,online videos,43.9,61.3,45.8,49.5,e
20706,14,female,public,high school,4.3,84.4,yes,30-60 min,no,textbook,57.5,61.8,71.5,70.7,c
20707,19,female,public,graduate,2.4,56.4,yes,>60 min,no,group study,52.3,60.7,32.5,50.0,e
20708,14,other,private,phd,1.5,83.1,yes,30-60 min,no,coaching,25.3,61.5,30.9,46.5,e
20709,14,female,public,post graduate,1.8,85.5,yes,30-60 min,yes,textbook,50.1,34.4,31.9,41.0,e
20710,16,female,private,graduate,0.6,85.5,yes,<15 min,yes,textbook,12.0,34.6,30.0,29.3,f
20711,19,male,public,diploma,4.2,85.1,yes,15-30 min,no,textbook,63.9,72.3,73.0,75.0,c
20712,18,female,private,graduate,2.0,76.7,yes,15-30 min,no,mixed,42.8,53.4,46.6,47.5,e
20713,18,other,private,graduate,5.8,82.9,yes,30-60 min,no,textbook,67.8,76.9,79.7,71.9,c
20714,19,other,public,high school,3.6,59.6,yes,15-30 min,yes,notes,64.2,62.1,39.4,53.8,e
20715,14,male,public,high school,1.1,95.8,yes,30-60 min,no,notes,33.1,53.4,56.8,52.3,e
20716,15,female,private,phd,2.8,73.7,yes,<15 min,no,online videos,46.1,50.8,51.4,49.3,e
20717,16,female,public,graduate,6.8,62.5,yes,>60 min,no,online videos,87.8,98.7,85.3,81.1,c
20718,19,male,public,high school,1.7,56.0,yes,<15 min,no,group study,16.3,28.8,42.6,30.6,f
20719,15,female,private,phd,2.8,73.7,yes,<15 min,no,online videos,46.1,50.8,51.4,49.3,e
20720,15,male,public,post graduate,4.5,78.1,yes,>60 min,no,coaching,56.0,61.3,68.0,62.9,d
20721,18,male,public,high school,6.2,75.9,yes,<15 min,no,group study,100.0,76.3,90.0,80.4,c
20722,14,male,private,high school,2.9,70.4,yes,30-60 min,no,textbook,27.2,41.1,49.6,48.9,e
20723,18,other,private,diploma,3.5,82.2,yes,<15 min,yes,coaching,71.4,72.4,61.0,70.0,c
20724,16,other,private,phd,5.2,64.1,yes,15-30 min,yes,coaching,75.6,82.8,79.8,70.7,c
20725,17,male,private,post graduate,2.6,50.7,yes,<15 min,no,notes,44.5,45.9,29.6,39.3,f
20726,17,other,public,post graduate,2.2,97.1,yes,15-30 min,no,mixed,62.1,51.4,43.4,50.6,e
20727,19,male,public,diploma,1.9,54.8,yes,30-60 min,no,mixed,31.0,34.5,42.5,36.4,f
20728,15,other,private,phd,7.5,64.2,yes,>60 min,yes,mixed,88.9,95.4,70.2,82.0,c
20729,19,male,public,diploma,4.7,82.7,yes,>60 min,no,textbook,73.2,64.1,68.2,74.8,c
20730,15,other,public,no formal,2.7,85.9,no,<15 min,no,mixed,38.9,49.9,58.9,49.3,e
20731,18,other,public,high school,0.8,89.4,yes,30-60 min,no,notes,46.8,42.1,33.6,39.1,f
20732,17,other,public,post graduate,2.1,80.2,yes,15-30 min,yes,notes,46.2,34.3,52.9,47.1,e
20733,18,female,private,no formal,2.1,60.9,no,30-60 min,yes,textbook,58.1,59.3,43.2,45.1,e
20734,19,female,private,diploma,1.1,51.1,yes,15-30 min,yes,textbook,10.2,15.4,9.6,20.8,f
20735,16,male,public,no formal,5.1,66.4,yes,<15 min,yes,online videos,69.7,53.9,85.6,66.8,d
20736,14,female,public,high school,6.4,71.0,yes,<15 min,no,mixed,83.6,100.0,98.5,83.0,c
20737,16,other,private,no formal,6.1,79.9,yes,<15 min,no,notes,100.0,82.6,89.2,89.3,b
20738,15,male,public,high school,4.3,78.8,yes,<15 min,no,online videos,60.6,59.9,83.8,69.0,d
20739,17,female,public,graduate,5.9,83.4,yes,15-30 min,yes,notes,77.2,98.4,95.3,90.4,b
20740,15,male,private,phd,6.0,86.9,yes,30-60 min,no,online videos,100.0,82.2,84.1,87.9,b
20741,15,other,private,phd,2.8,93.4,yes,<15 min,no,textbook,52.1,68.9,64.6,64.1,d
20742,15,male,private,post graduate,3.1,74.3,yes,15-30 min,no,online videos,59.9,61.1,60.3,61.2,d
20743,16,female,private,diploma,4.6,88.9,yes,15-30 min,no,textbook,67.6,70.0,68.3,67.2,d
20744,16,male,private,post graduate,6.7,72.1,yes,15-30 min,yes,online videos,85.1,70.1,61.5,78.4,c
20745,14,female,private,diploma,4.6,62.8,yes,30-60 min,no,group study,82.1,94.0,76.5,71.2,c
20746,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,72.0,56.3,52.6,63.1,d
20747,18,male,public,graduate,4.0,91.1,yes,>60 min,no,textbook,85.0,65.6,71.1,76.8,c
20748,14,female,private,high school,6.9,86.7,yes,>60 min,yes,online videos,84.3,75.0,96.8,86.0,b
20749,17,male,private,diploma,3.2,63.7,no,30-60 min,yes,group study,47.0,37.7,37.3,42.8,e
20750,14,female,private,phd,5.9,72.1,yes,15-30 min,no,textbook,84.2,91.1,77.6,81.7,c
20751,18,male,public,diploma,0.8,81.4,yes,30-60 min,yes,notes,58.4,42.7,38.8,45.1,e
20752,16,male,public,no formal,3.1,83.0,yes,>60 min,no,group study,52.7,16.2,48.2,51.4,e
20753,15,male,public,graduate,6.2,95.6,yes,<15 min,no,online videos,88.2,94.3,100.0,91.4,b
20754,16,other,private,post graduate,7.3,59.6,yes,>60 min,no,textbook,83.3,90.7,90.2,88.4,b
20755,19,male,private,no formal,5.2,89.2,yes,30-60 min,yes,notes,69.9,100.0,67.7,77.8,c
20756,15,female,private,no formal,6.5,67.0,yes,15-30 min,no,notes,79.1,76.6,64.0,76.8,c
20757,18,female,private,graduate,7.7,83.2,yes,30-60 min,yes,mixed,99.9,99.9,79.3,100.0,a
20758,16,female,private,post graduate,7.7,68.6,no,>60 min,yes,online videos,84.4,90.0,98.5,88.9,b
20759,17,male,private,phd,6.3,51.1,yes,15-30 min,no,mixed,77.6,95.7,77.0,74.1,c
20760,16,male,public,graduate,7.7,83.3,yes,<15 min,no,textbook,100.0,91.7,93.0,100.0,a
20761,17,male,private,graduate,7.9,58.9,yes,15-30 min,no,notes,92.1,77.6,91.6,82.3,c
20762,15,female,private,high school,2.1,65.1,yes,<15 min,no,notes,49.6,46.4,37.2,37.8,f
20763,18,female,public,no formal,0.7,69.9,yes,<15 min,no,notes,27.7,50.4,9.6,28.9,f
20764,18,female,private,high school,6.1,58.1,yes,>60 min,yes,textbook,75.7,65.6,52.3,74.8,c
20765,17,other,private,graduate,3.0,64.9,yes,>60 min,no,group study,47.1,46.2,44.1,55.7,d
20766,15,other,private,diploma,5.5,70.4,no,15-30 min,yes,notes,74.5,82.2,61.5,63.2,d
20767,15,male,public,graduate,4.3,69.6,no,<15 min,yes,textbook,77.6,48.7,63.6,57.3,d
20768,18,male,public,phd,7.8,80.9,no,15-30 min,no,online videos,100.0,100.0,95.0,96.7,a
20769,16,male,private,diploma,7.0,80.9,yes,15-30 min,yes,group study,94.3,100.0,95.2,90.3,b
20770,14,male,public,no formal,1.4,50.4,yes,>60 min,no,mixed,25.3,49.7,18.3,35.5,f
20771,19,female,private,diploma,5.0,92.3,yes,<15 min,no,group study,61.1,69.5,70.3,78.1,c
20772,19,male,private,high school,4.5,78.3,yes,<15 min,no,textbook,88.5,78.7,49.3,72.5,c
20773,19,female,private,diploma,3.6,61.2,no,30-60 min,yes,online videos,40.3,49.8,57.8,49.5,e
20774,16,male,private,post graduate,4.4,72.8,no,>60 min,no,coaching,77.0,77.9,76.3,72.5,c
20775,14,female,public,phd,0.6,54.8,yes,30-60 min,yes,textbook,40.6,47.9,33.0,31.9,f
20776,14,female,private,no formal,6.1,54.1,yes,<15 min,no,coaching,67.1,75.3,71.6,74.7,c
20777,16,other,public,no formal,1.5,52.6,yes,>60 min,no,notes,10.6,25.0,49.6,28.0,f
20778,16,female,private,high school,3.3,59.4,yes,30-60 min,yes,group study,62.7,50.9,43.6,52.0,e
20779,18,female,private,no formal,0.6,95.9,yes,<15 min,no,coaching,46.8,46.6,57.0,52.4,e
20780,16,other,public,high school,4.5,60.4,yes,30-60 min,no,coaching,89.9,59.1,61.9,67.1,d
20781,17,female,private,post graduate,0.9,59.0,yes,<15 min,yes,group study,39.6,41.0,44.5,39.3,f
20782,16,male,public,graduate,3.5,55.8,yes,<15 min,yes,textbook,72.5,52.9,72.9,54.7,e
20783,14,male,private,high school,0.7,99.5,yes,30-60 min,no,coaching,51.7,49.6,46.3,44.7,e
20784,15,male,public,no formal,1.6,93.4,yes,<15 min,yes,group study,57.5,65.7,65.2,57.8,d
20785,14,female,public,phd,3.8,85.3,yes,<15 min,yes,notes,62.7,64.5,78.8,60.1,d
20786,15,male,public,diploma,4.2,78.0,no,<15 min,no,group study,62.7,62.6,61.2,61.8,d
20787,15,other,private,graduate,5.4,63.2,yes,<15 min,yes,coaching,65.7,59.6,69.2,62.4,d
20788,15,female,public,high school,3.2,50.9,yes,30-60 min,yes,coaching,38.7,33.1,52.4,36.3,f
20789,17,other,private,post graduate,4.0,66.7,yes,15-30 min,no,online videos,47.5,63.9,48.3,51.2,e
20790,14,other,private,high school,5.8,79.3,yes,15-30 min,yes,notes,74.1,75.6,61.6,69.5,d
20791,19,other,private,post graduate,4.1,62.1,yes,15-30 min,no,mixed,38.3,44.0,43.1,50.1,e
20792,14,female,private,graduate,1.6,62.8,yes,15-30 min,no,mixed,28.2,39.1,18.0,34.0,f
